gene,fst,log2fold
Mcavernosa25443,0.045454545,0.870298975
Mcavernosa25444,0.036144578,-0.122472173
Mcavernosa14885,0.355275754,2.635339699
Mcavernosa25451,0.038644463,0.326886559
Mcavernosa25473,0.039215686,-0.041920474
Mcavernosa05416,0.356606245,2.742439287
Mcavernosa25558,0.014741259,0.083997648
Mcavernosa25571,0.106484264,-0.021108763
Mcavernosa17980,0.356630812,2.768338433
Mcavernosa25578,0.041329011,0.220433199
Mcavernosa25590,0,1.047928892
Mcavernosa25591,0.042253521,-0.423807338
Mcavernosa25592,0,1.24096872
Mcavernosa25596,0.04,0.937873704
Mcavernosa25597,0.04029304,0.440990564
Mcavernosa25623,0.035764858,0.246788313
Mcavernosa25625,0.033092827,0.902841032
Mcavernosa25626,0.052146665,0.150440229
Mcavernosa25635,0.047343173,0.753893118
Mcavernosa25637,0.035937834,1.443061051
Mcavernosa25661,0.042678207,0.364924156
Mcavernosa25670,0.042993244,0.5708495
Mcavernosa25675,0.063473217,0.276429972
Mcavernosa25682,0.044025157,0.550691997
Mcavernosa25686,0,0.316446978
Mcavernosa25708,0,-0.410862769
Mcavernosa13771,0.355533238,-1.705946285
Mcavernosa25735,0,0.021185102
Mcavernosa25737,0.045454545,0.675308427
Mcavernosa25739,0.066666667,0.144915224
Mcavernosa25741,0.035087719,0.96649236
Mcavernosa25742,0.047844319,1.346094545
Mcavernosa25751,0.066666667,-0.027660191
Mcavernosa25752,0.034482759,-0.508914247
Mcavernosa25770,0,-0.539769204
Mcavernosa25773,0.035739814,0.34923639
Mcavernosa25774,0.115767916,0.449015982
Mcavernosa25808,0.034482759,0.87511038
Mcavernosa25825,0.047228728,-0.241739973
Mcavernosa25846,0,-0.529229429
Mcavernosa25849,0.030774935,0.25419986
Mcavernosa25855,0.032300576,0.16099962
Mcavernosa25873,0.007928741,-0.404742883
Mcavernosa25881,0.046979866,0.632024664
Mcavernosa25949,0.044198895,-0.464340851
Mcavernosa25954,0,-0.207354863
Mcavernosa25955,0,0.594168599
Mcavernosa25959,0.098238273,1.127672429
Mcavernosa25960,0,-0.347445118
Mcavernosa25965,0.034482759,-0.17160772
Mcavernosa25971,0,-0.218171063
Mcavernosa25982,0.002614613,0.321035702
Mcavernosa15578,0.356473885,-1.558365165
Mcavernosa20088,0.357116981,2.475407675
Mcavernosa26055,0.042105263,0.255560389
Mcavernosa22149,0.357120393,2.233758534
Mcavernosa26059,0.038376367,-1.382821641
Mcavernosa26062,0.041363636,-0.500749233
Mcavernosa05977,0.356739084,-1.258992176
Mcavernosa26131,0,0.069327407
Mcavernosa26159,0,-0.674906501
Mcavernosa26183,0,-1.007116321
Mcavernosa26193,0.046023564,0.35437866
Mcavernosa26195,0.03534478,-0.143926915
Mcavernosa26196,0.035643538,-0.099981607
Mcavernosa26201,0.047558563,0.069536339
Mcavernosa26202,0.116908254,0.502548457
Mcavernosa26225,0,-0.029239264
Mcavernosa26227,0,0.212144182
Mcavernosa26235,0,0.036019598
Mcavernosa26243,0.043478261,1.724308125
Mcavernosa05548,0.357055879,-1.204369228
Mcavernosa26257,0.055319149,-0.627764463
Mcavernosa26264,0.067286847,0.837869795
Mcavernosa26309,0.040641468,0.10229446
Mcavernosa26317,0.00180587,0.036348364
Mcavernosa26357,0,-0.167947177
Mcavernosa26358,0,-0.183480574
Mcavernosa26359,0.040684749,-0.595253125
Mcavernosa26368,0.008502009,0.824502624
Mcavernosa26370,0.050231383,1.043168005
Mcavernosa26406,0.033333333,0.007889012
Mcavernosa26418,0.035813523,0.424289651
Mcavernosa11919,0.357436526,2.601204096
Mcavernosa26430,0.10309961,-0.015821262
Mcavernosa26454,0.034722222,1.39942526
Mcavernosa26470,0,0.78945729
Mcavernosa26472,0.055555556,0.390097803
Mcavernosa26486,0.043478261,0.037277818
Mcavernosa26492,0.086338061,0.3702633
Mcavernosa26493,0.045918367,-0.169148733
Mcavernosa26494,0.044776119,-1.180990406
Mcavernosa27903,0.359392261,2.061223262
Mcavernosa26526,0.039473684,-0.133723106
Mcavernosa26544,0.025615974,0.070295783
Mcavernosa26554,0.044117647,-0.909666227
Mcavernosa26556,0,0.082386417
Mcavernosa26562,0.058823529,0.265515804
Mcavernosa26565,0,0.662724874
Mcavernosa26568,0,0.093759324
Mcavernosa26627,0.038277512,-0.413491335
Mcavernosa26646,0.034883721,-0.369260716
Mcavernosa26652,0.046571439,0.629828409
Mcavernosa26671,0.035714286,0.471014391
Mcavernosa26673,0.038613548,0.481954443
Mcavernosa26674,0.031746032,-0.227695375
Mcavernosa26677,0.097141388,0.586410031
Mcavernosa26679,0,-0.142305414
Mcavernosa26713,0.041666667,0.834913397
Mcavernosa17803,0.357784923,-1.071949484
Mcavernosa26726,0.045454545,-0.22178902
Mcavernosa26747,0.042670606,0.131551016
Mcavernosa26749,0.041295547,-0.174626742
Mcavernosa26757,0,-1.439643696
Mcavernosa26763,0.043478261,-0.27812099
Mcavernosa26770,0.116725959,0.535255056
Mcavernosa26780,0.037974684,-0.248914367
Mcavernosa26811,0,-0.642640596
Mcavernosa26816,0.003238003,-0.265083594
Mcavernosa26817,0.04,0.589745453
Mcavernosa26825,0.03571525,-0.701606158
Mcavernosa26828,0.036363636,0.420552369
Mcavernosa26845,0.149566325,0.436552147
Mcavernosa26849,0.040540541,-0.072307268
Mcavernosa26850,0.051792829,0.267714887
Mcavernosa26869,0.05055327,0.184949094
Mcavernosa26873,0.034482759,-0.330426235
Mcavernosa26881,0.066666667,0.663355721
Mcavernosa26891,0.031301123,0.108138716
Mcavernosa26900,0.058823529,-0.111155211
Mcavernosa26960,0.035179301,-0.355781298
Mcavernosa26969,0.046096162,-0.062703194
Mcavernosa26996,0.037037037,0.306854165
Mcavernosa27010,0.040816327,0.014322416
Mcavernosa27025,0.047225516,-0.341336776
Mcavernosa08033,0.359478278,3.469324366
Mcavernosa27038,0,-1.123567021
Mcavernosa27044,0.032258065,-0.960080253
Mcavernosa22890,0.359704129,2.581686575
Mcavernosa27050,0,-0.469245338
Mcavernosa27053,0,0.311371703
Mcavernosa27055,0.119656391,-0.422372589
Mcavernosa27074,0.045454545,0.025793423
Mcavernosa27085,0.115803789,0.264545581
Mcavernosa27100,0.034482759,-0.286469406
Mcavernosa27104,0.034482759,-0.240938697
Mcavernosa27142,0,-0.088585292
Mcavernosa27143,0,-0.11617521
Mcavernosa27150,0.038461538,-0.117790549
Mcavernosa27200,0,1.328225935
Mcavernosa27202,0.035724385,-0.427032834
Mcavernosa27214,0.037313433,0.218344854
Mcavernosa27215,0,-0.557459315
Mcavernosa27383,0.359795868,2.4462899
Mcavernosa27226,0.107032239,0.072186902
Mcavernosa27240,0.041182078,-0.057055058
Mcavernosa27262,0,-0.456699894
Mcavernosa27270,0.0390625,-0.011512802
Mcavernosa27284,0.036036036,-0.20459839
Mcavernosa27287,0.046511628,1.095228184
Mcavernosa27306,0,0.271439452
Mcavernosa16694,0.359869986,2.212286764
Mcavernosa27359,0.043478261,-0.510910052
Mcavernosa27369,0.046948357,0.366318051
Mcavernosa27378,0,0.573019921
Mcavernosa27601,0.362797204,3.395151665
Mcavernosa27406,0,-0.948931855
Mcavernosa27436,0,-0.107078333
Mcavernosa27456,0.047655706,0.003886126
Mcavernosa27457,0,-0.414439405
Mcavernosa27507,0.042553191,-0.261986126
Mcavernosa27528,0,0.025483077
Mcavernosa27539,0,-0.651482209
Mcavernosa27565,0.042857143,0.29382806
Mcavernosa00597,0.358364338,-1.490463266
Mcavernosa27569,0.036464133,-1.673372806
Mcavernosa27570,0.035707536,0.112732171
Mcavernosa06411,0.363997183,3.424175642
Mcavernosa34730,0.364105674,2.477917937
Mcavernosa23569,0.367049879,2.618121535
Mcavernosa27610,0.100630156,0.392515951
Mcavernosa27612,0.040268456,0.487010744
Mcavernosa27617,0.049122959,0.414090112
Mcavernosa27649,0.03875969,0.72040639
Mcavernosa27664,0,-0.327049208
Mcavernosa27681,0.041237113,-0.324467114
Mcavernosa27686,0.045454545,1.405354171
Mcavernosa27687,0.055555556,0.023580298
Mcavernosa27693,0.042553191,-0.270568957
Mcavernosa27721,0.040322581,0.405399438
Mcavernosa00590,0.362281668,-1.157871653
Mcavernosa27728,0.028132992,-0.309522731
Mcavernosa27740,0.036815184,0.188583145
Mcavernosa27741,0.101129424,0.445598966
Mcavernosa27791,0.045454545,-0.306688896
Mcavernosa27792,0.042016807,0.204092779
Mcavernosa27803,0.101667249,0.537206296
Mcavernosa31337,0.365215913,-2.506154977
Mcavernosa27809,0,-0.095260503
Mcavernosa07107,0.368590297,2.74882482
Mcavernosa27822,0.035714286,0.218077001
Mcavernosa27825,0.037383178,-0.275249335
Mcavernosa27845,0,0.67952448
Mcavernosa27852,0.126157126,-0.364149454
Mcavernosa27863,0.055027631,0.197261209
Mcavernosa27865,0.001886783,1.082417885
Mcavernosa27884,0.033962264,-0.112305593
Mcavernosa27887,0.037037037,0.183464727
Mcavernosa27892,0.053793103,-0.233324426
Mcavernosa27900,0,-0.195681221
Mcavernosa04315,0.365978961,-2.735443306
Mcavernosa27906,0.043934677,0.131408997
Mcavernosa27909,0.03030303,-0.163927794
Mcavernosa27910,0.038439955,-0.529160652
Mcavernosa27917,0.033333773,-0.198421605
Mcavernosa27923,0,-0.037470617
Mcavernosa27931,0.035087719,0.099261933
Mcavernosa27933,0.065930855,0.051116172
Mcavernosa27934,0.036585366,-0.375888506
Mcavernosa27941,0.032790781,0.449978723
Mcavernosa27956,0,-0.08473485
Mcavernosa27960,0.043478261,-0.085761639
Mcavernosa27973,0.042857143,0.335702543
Mcavernosa27989,0.056563634,-0.860186582
Mcavernosa27991,0,0.243335005
Mcavernosa27995,0.038509644,1.652613017
Mcavernosa28002,0.037871368,2.563808247
Mcavernosa28016,0.051502146,0.083051857
Mcavernosa28020,0.036725723,0.403443461
Mcavernosa28023,0,0.019569375
Mcavernosa28024,0.029850746,0.948747467
Mcavernosa28030,0.037608103,1.745329951
Mcavernosa28048,0.041280732,-0.046764093
Mcavernosa28051,0.042792793,0.313053118
Mcavernosa18211,0.368821473,2.969993783
Mcavernosa28061,0,-0.575426186
Mcavernosa28065,0,0.717833439
Mcavernosa28067,0,-0.227511912
Mcavernosa19631,0.369637122,3.502122142
Mcavernosa28077,0.036047852,-0.59615741
Mcavernosa28079,0.039473684,0.252470289
Mcavernosa28096,0.04109589,0.667367856
Mcavernosa28103,0.052631579,0.779180027
Mcavernosa28121,0.037974684,-0.075297648
Mcavernosa28139,0.040816327,0.206194794
Mcavernosa28140,0,0.075723284
Mcavernosa28150,0.036043915,-0.002524941
Mcavernosa28155,0.035621609,-0.301370433
Mcavernosa28156,0,1.266749678
Mcavernosa28157,0,-0.622344092
Mcavernosa28168,0.040382069,0.456768177
Mcavernosa30069,0.370880094,2.927731653
Mcavernosa28182,0.036363636,-0.06904529
Mcavernosa28183,0.043478261,0.910756614
Mcavernosa28200,0.04,-4.82E-05
Mcavernosa28210,0,-0.405589919
Mcavernosa28236,0,-0.091998516
Mcavernosa28237,0.049180328,-0.190897996
Mcavernosa28420,0.368020797,-1.79718213
Mcavernosa28243,0,1.083633929
Mcavernosa28250,0.044776119,1.09105504
Mcavernosa28267,0,-0.594447112
Mcavernosa28277,0.038461538,0.129054616
Mcavernosa28280,0.036585366,0.271469212
Mcavernosa28364,0.035631022,0.482000263
Mcavernosa28365,0.126305442,0.369215025
Mcavernosa28368,0.035707536,-0.096571225
Mcavernosa28369,0.034482759,-0.384781124
Mcavernosa28373,0.042253521,0.129493621
Mcavernosa28383,0.035165586,-0.777589413
Mcavernosa28387,0.040816327,-0.331802396
Mcavernosa28392,0.038461538,-0.276577802
Mcavernosa28398,0.041666667,0.041218214
Mcavernosa28411,0,0.482526985
Mcavernosa28412,0.050955717,-0.068885314
Mcavernosa28413,0.060454074,-0.151526987
Mcavernosa03104,0.373583748,3.677405512
Mcavernosa28418,0.11615698,0.155668976
Mcavernosa24322,0.371700197,-2.542285562
Mcavernosa28433,0.035139774,-0.235946814
Mcavernosa28445,0.035961272,0.598196227
Mcavernosa28457,0.038461538,-0.179870611
Mcavernosa28459,0.035035358,0.464719471
Mcavernosa28465,0.044444444,-0.380126317
Mcavernosa04639,0.374370323,-1.319379053
Mcavernosa28490,0.044897959,0.181744417
Mcavernosa28507,0.044444444,-1.179441415
Mcavernosa28519,0,-0.02959833
Mcavernosa30905,0.375823365,3.297258558
Mcavernosa28529,0.034336977,-0.150258844
Mcavernosa28546,0.058629232,-0.389314742
Mcavernosa28550,0.031994276,0.383130143
Mcavernosa28569,0.043478261,0.553706257
Mcavernosa14538,0.377390096,-1.789592559
Mcavernosa28572,0,0.17472501
Mcavernosa11044,0.379137944,2.81388248
Mcavernosa03725,0.379231286,2.391933251
Mcavernosa28621,0.04420318,1.535131529
Mcavernosa28636,0.057202134,-0.064684506
Mcavernosa28642,0.044444444,0.08588409
Mcavernosa28643,0.053475936,-0.459536208
Mcavernosa28663,0,-0.605002922
Mcavernosa28667,0.048543689,-0.846284074
Mcavernosa28679,0.037735849,-0.351075793
Mcavernosa28698,0.045454545,1.343829719
Mcavernosa28713,0.051088579,0.604662832
Mcavernosa28715,0.033333333,0.161662855
Mcavernosa08308,0.379818654,2.391933251
Mcavernosa28761,0,0.207567099
Mcavernosa28781,0.066129275,0.161889277
Mcavernosa28785,0.063690476,-0.072083787
Mcavernosa28792,0,-0.804675029
Mcavernosa28793,0,-0.592320544
Mcavernosa28795,0.071524966,-0.551179953
Mcavernosa28797,0.03030303,-0.741456662
Mcavernosa28819,0,-0.283482353
Mcavernosa28821,0.036378508,0.631082879
Mcavernosa28825,0,-0.421332046
Mcavernosa28827,0.032392881,0.646626223
Mcavernosa28842,0.040322581,-0.014255559
Mcavernosa28845,0,-0.552239842
Mcavernosa28850,0.037735849,-0.336183674
Mcavernosa28855,0.0625,0.624012049
Mcavernosa28890,0.107653892,-0.509397799
Mcavernosa28924,0.035087719,0.630553197
Mcavernosa18206,0.380186396,3.720749405
Mcavernosa28979,0.041219606,0.05602139
Mcavernosa03279,0.380866684,3.152197619
Mcavernosa28992,0.043478261,-1.126663637
Mcavernosa29017,0.037735849,-0.059559698
Mcavernosa29052,0.056789141,-0.002900691
Mcavernosa29066,0.046561118,-0.175371678
Mcavernosa29071,0.035714286,0.028435606
Mcavernosa29080,0.042857143,0.214417571
Mcavernosa29084,0.042857143,0.545021398
Mcavernosa30881,0.381990486,-2.176946563
Mcavernosa29135,0.097749244,0.058713103
Mcavernosa24494,0.382453304,-1.753324236
Mcavernosa29148,0.029411765,-0.282165661
Mcavernosa29269,0.044444444,0.742170872
Mcavernosa29351,0.0625,0.224406108
Mcavernosa29392,0.046455979,1.05086993
Mcavernosa29465,0.03431046,-0.708656647
Mcavernosa29479,0.038615075,-0.273975307
Mcavernosa29484,0.046875,-0.173421919
Mcavernosa29491,0.043478261,0.169004143
Mcavernosa29500,0.033975043,0.359394081
Mcavernosa29536,0.03571573,-0.224105566
Mcavernosa29537,0.019734994,-0.796780126
Mcavernosa29539,0,0.134208571
Mcavernosa29566,0,0.457951188
Mcavernosa29568,0.046675576,-0.527153802
Mcavernosa29597,0.048293625,1.503779371
Mcavernosa29600,0,0.129453464
Mcavernosa29633,0.034716659,0.046087738
Mcavernosa29648,0.104049917,0.544420986
Mcavernosa29652,0.03696454,-0.167587013
Mcavernosa29676,0.037457763,0.592992109
Mcavernosa29681,0,1.255617692
Mcavernosa13783,0.382798687,2.863948626
Mcavernosa13572,0.386065079,3.020956608
Mcavernosa29699,0.042857143,-0.334467165
Mcavernosa29733,0.046153846,-0.303941798
Mcavernosa29747,0.03968254,-0.587735211
Mcavernosa10812,0.386276353,2.073966534
Mcavernosa17508,0.382694303,-2.933202301
Mcavernosa29772,0.046997389,-0.009752915
Mcavernosa29780,0,-0.310607819
Mcavernosa29787,0.043943326,-0.303854025
Mcavernosa29795,0,0.026299423
Mcavernosa15585,0.386100984,-2.065911517
Mcavernosa29843,0.108316852,-0.765072729
Mcavernosa29847,0.149261116,0.24132856
Mcavernosa29849,0.04,0.893057237
Mcavernosa29855,0.116290772,0.934502317
Mcavernosa13812,0.387346619,3.795326483
Mcavernosa29859,0.035631022,-1.518835106
Mcavernosa29867,0.035087719,-0.30663389
Mcavernosa01022,0.386109744,-1.793450531
Mcavernosa29876,0.035714286,-0.144376258
Mcavernosa29880,0.042553191,-0.765238866
Mcavernosa29882,0.043478261,0.230314654
Mcavernosa29883,0.03030303,0.057583884
Mcavernosa29889,0.043478261,0.576946483
Mcavernosa29892,0.041049403,0.519235482
Mcavernosa29916,0.034188034,-0.221232342
Mcavernosa29922,0.042067308,0.829523885
Mcavernosa29940,0.04982763,-0.106057307
Mcavernosa29971,0.035705882,-0.883262898
Mcavernosa29973,0.035622723,-0.005948842
Mcavernosa29979,0.03637583,-0.061341383
Mcavernosa29982,0.042666667,0.147285232
Mcavernosa21487,0.394544696,2.616248127
Mcavernosa30004,0,0.345735964
Mcavernosa30010,0.104056664,0.010108364
Mcavernosa30018,0.029411765,-2.526894317
Mcavernosa30028,0,-0.465334731
Mcavernosa30033,0.022994151,0.995378661
Mcavernosa30039,0.038461538,0.826978878
Mcavernosa30042,0.035087719,-0.280413309
Mcavernosa30044,0.027027027,-1.448222492
Mcavernosa05078,0.386429901,-1.368908727
Mcavernosa30057,0.048197226,-1.829184977
Mcavernosa02236,0.390178119,-2.263929937
Mcavernosa30063,0.03125,0.087095475
Mcavernosa30066,0.045278137,-0.201445876
Mcavernosa31719,0.395571068,2.581564489
Mcavernosa30076,0,-0.077317976
Mcavernosa30097,0.03645294,-0.304448104
Mcavernosa30101,0.04040404,1.124839006
Mcavernosa30120,0.09954358,0.03591916
Mcavernosa07792,0.394131136,-1.761378606
Mcavernosa30128,0.043478261,-0.283005105
Mcavernosa30144,0.035656402,0.126430198
Mcavernosa30148,0.045454545,-0.141528208
Mcavernosa30162,0.041666667,-0.181507341
Mcavernosa30171,0.044444444,-0.950027757
Mcavernosa30198,0.047385907,-0.219019452
Mcavernosa30209,0.033333333,0.40649452
Mcavernosa30286,0.036972868,0.322809174
Mcavernosa30287,0.038461538,-0.070280522
Mcavernosa30321,0.034954407,-0.937877558
Mcavernosa30333,0.082782902,-0.155162263
Mcavernosa30379,0,-0.153497498
Mcavernosa30418,0.053398058,0.382106961
Mcavernosa30429,0,-0.05307008
Mcavernosa30447,0.114369876,0.791155459
Mcavernosa30452,0.035537562,-0.221034989
Mcavernosa30481,0,0.874683992
Mcavernosa18247,0.412638799,3.998875818
Mcavernosa30584,0.040816327,0.056335492
Mcavernosa30627,0,0.604956146
Mcavernosa30630,0.039215686,0.482312444
Mcavernosa30651,0.049019608,0.561343342
Mcavernosa30670,0.037433155,0.064760954
Mcavernosa30686,0.043478261,-0.361950654
Mcavernosa30728,0.034523332,0.016084537
Mcavernosa30741,0.04797048,0.028428214
Mcavernosa30759,0.035705494,0.040401411
Mcavernosa30773,0.047368421,0.275852314
Mcavernosa30784,0,0.393189858
Mcavernosa30787,0.034875922,-0.168284564
Mcavernosa30796,0,-0.143930634
Mcavernosa30802,0.025641026,-0.56377434
Mcavernosa30808,0.03552288,1.479324056
Mcavernosa30814,0.050761421,-0.544903734
Mcavernosa30823,0.040268456,0.349131724
Mcavernosa30839,0,0.775803326
Mcavernosa30840,0.057142857,-0.892075138
Mcavernosa30846,0,0.068696298
Mcavernosa08956,0.394907463,-2.231967701
Mcavernosa30852,0.034825871,-0.001585666
Mcavernosa30865,0.050643572,-0.046350618
Mcavernosa30872,0.04,-0.320180992
Mcavernosa30873,0.125361159,-0.426287709
Mcavernosa25147,0.415583176,3.504108335
Mcavernosa30883,0.034482759,-0.612804743
Mcavernosa30898,0.04,0.140015135
Mcavernosa19383,0.398798577,-1.857160509
Mcavernosa30914,0.028571429,0.630737627
Mcavernosa30919,0.045801527,0.062926063
Mcavernosa30930,0.049180328,0.647490793
Mcavernosa11243,0.399888223,-2.586949292
Mcavernosa30957,0,-0.213346781
Mcavernosa30961,0.035947937,-0.271028045
Mcavernosa30963,0.005228519,-0.316074677
Mcavernosa30964,0.041343669,0.192032976
Mcavernosa30979,0,0.000436044
Mcavernosa30981,0.097992264,-0.441222854
Mcavernosa30984,0,-0.211523843
Mcavernosa34735,0.402287311,-2.548808491
Mcavernosa30988,0.102030227,0.441833914
Mcavernosa30994,0.050967947,0.711647515
Mcavernosa31020,0.035876494,-0.116808262
Mcavernosa00327,0.404567765,-3.424096723
Mcavernosa31070,0.045283019,-0.298393844
Mcavernosa31077,0.051016895,-0.505477425
Mcavernosa31080,0,-0.253382131
Mcavernosa31089,0.033676857,0.538772644
Mcavernosa07526,0.411900981,-3.489527168
Mcavernosa31111,0.044227877,-0.246643283
Mcavernosa31115,0.037220844,-0.70069145
Mcavernosa31122,0,0.188180237
Mcavernosa31125,0,-0.60493611
Mcavernosa31130,0.045454545,0.24790542
Mcavernosa31143,0.026001109,-0.405778322
Mcavernosa31146,0.036061736,-0.18701772
Mcavernosa31157,0.042253521,-0.456386469
Mcavernosa31159,0.008821094,-0.247038421
Mcavernosa31161,0.043768656,0.184314864
Mcavernosa30125,0.420172142,3.045507014
Mcavernosa14918,0.412987429,-2.633478604
Mcavernosa31175,0.060743819,-0.185540577
Mcavernosa31195,0.032786885,-0.038840469
Mcavernosa31196,0,0.922987668
Mcavernosa31199,0.057439017,-0.37454204
Mcavernosa31202,0,0.729889085
Mcavernosa31207,0,-0.22440478
Mcavernosa31208,0,-0.237500268
Mcavernosa31212,0.038466098,-0.273801356
Mcavernosa31213,0.036294316,0.518384421
Mcavernosa31214,0,0.734742709
Mcavernosa31215,0.034482759,0.52357005
Mcavernosa31228,0.036970076,0.013703775
Mcavernosa31241,0.054586944,-0.263194859
Mcavernosa14422,0.417701634,-3.025717962
Mcavernosa32413,0.419954418,-3.236716631
Mcavernosa31245,0.037037037,-0.24634742
Mcavernosa31281,0.032932799,0.844817897
Mcavernosa31283,0.131499169,0.414259015
Mcavernosa31288,0.002003653,-0.156566056
Mcavernosa31304,0.05,0.465958364
Mcavernosa31324,0.035752077,0.089673447
Mcavernosa31326,0.045802266,0.105927504
Mcavernosa16557,0.429821023,-3.329087937
Mcavernosa31345,0.043478261,0.492120132
Mcavernosa31347,0.034364537,1.226135496
Mcavernosa31352,0.049516554,-0.225753166
Mcavernosa31358,0.037037037,-0.337253881
Mcavernosa31359,0.044444444,-0.130905997
Mcavernosa31376,0,-2.107838064
Mcavernosa12597,0.420559071,2.013726485
Mcavernosa31394,0.032258065,-0.074566144
Mcavernosa31407,0.098442292,0.200287488
Mcavernosa31408,0.034137163,0.077953875
Mcavernosa31414,0.104384619,0.003673822
Mcavernosa31415,0.04964539,1.336318669
Mcavernosa31416,0.044406605,0.552823058
Mcavernosa31430,0.035876494,-0.068076304
Mcavernosa31431,0.034318833,0.184667311
Mcavernosa10501,0.422853263,3.995788896
Mcavernosa31444,0.042682927,-0.116777036
Mcavernosa31455,0,-0.005472578
Mcavernosa31457,0.043478261,-0.616232617
Mcavernosa31462,0,-0.153793483
Mcavernosa31466,0.066666667,0.972248577
Mcavernosa31495,0.036036036,0.342588771
Mcavernosa26056,0.434484291,3.03449717
Mcavernosa31505,0.034048398,0.437931045
Mcavernosa31531,0.113489726,0.404651968
Mcavernosa31537,0.046376812,-0.124040205
Mcavernosa31539,0.046376812,-0.063557194
Mcavernosa31542,0.037037037,0.545964532
Mcavernosa31560,0.117589154,-0.773826718
Mcavernosa31562,0.045454545,-0.788345743
Mcavernosa31582,0.117035216,1.644534103
Mcavernosa31583,0.044444444,0.619240017
Mcavernosa31584,0.099297206,0.048543418
Mcavernosa31586,0.043478261,-0.931058915
Mcavernosa31587,0.074396545,0.224864068
Mcavernosa31590,0.03827141,-0.234945192
Mcavernosa31606,0.099819243,2.018667743
Mcavernosa31618,0.011172768,0.067925048
Mcavernosa30059,0.434883939,-3.163284917
Mcavernosa31624,0.021266312,0.470288877
Mcavernosa31636,0.039548023,0.610715269
Mcavernosa31637,0.036697248,1.152666499
Mcavernosa31648,0.053922339,0.064419747
Mcavernosa09009,0.440959755,2.381131567
Mcavernosa31667,0.051023686,-0.24111297
Mcavernosa31680,0.035087719,0.073364878
Mcavernosa31681,0,0.156390522
Mcavernosa31684,0.116290254,-0.286048038
Mcavernosa31698,0,-0.126977871
Mcavernosa24633,0.443426782,2.70710032
Mcavernosa24038,0.450887436,2.760607068
Mcavernosa31712,0.042553191,0.586521927
Mcavernosa31713,0,-1.249217283
Mcavernosa31714,0.045454545,-0.366252827
Mcavernosa10211,0.449666175,-2.739393178
Mcavernosa31724,0.038961039,0.763203427
Mcavernosa31727,0.033898305,1.715122984
Mcavernosa31728,0.037037037,0.060652542
Mcavernosa31734,0.035756195,0.033995239
Mcavernosa31737,0.036692339,0.243839256
Mcavernosa31756,0.040723982,-0.379063315
Mcavernosa31761,0,0.515991689
Mcavernosa19673,0.45563553,-2.827206316
Mcavernosa31766,0.066609804,-0.047539407
Mcavernosa31784,0.035714286,0.04704384
Mcavernosa07334,0.451567269,3.525952183
Mcavernosa31799,0,0.152372677
Mcavernosa31810,0.033472803,-0.571775055
Mcavernosa31816,0,-0.377718126
Mcavernosa20614,0.457494685,2.39545385
Mcavernosa31829,0.047264321,0.794249949
Mcavernosa25380,0.457550163,3.595328539
Mcavernosa31846,0.068603954,-0.10500243
Mcavernosa31857,0.039821035,-0.603189276
Mcavernosa31859,0.035785536,-0.062774301
Mcavernosa31869,0.117613307,0.05338588
Mcavernosa31879,0.042105263,0.652621853
Mcavernosa31883,0,0.181711697
Mcavernosa07193,0.456038552,-2.456295544
Mcavernosa31887,0.067559688,-0.492552166
Mcavernosa31894,0.084040659,1.480316232
Mcavernosa31895,0.045454545,0.110273654
Mcavernosa31912,0,-0.033307489
Mcavernosa31914,0.05871729,0.023822399
Mcavernosa31932,0.028571429,-1.582004628
Mcavernosa31944,0.046147024,0.019126577
Mcavernosa31951,0.002826778,1.629062918
Mcavernosa31954,0.102288447,-0.088458754
Mcavernosa31963,0.041666667,0.347631456
Mcavernosa31974,0.035906836,-0.053546253
Mcavernosa31979,0.079642259,1.558892539
Mcavernosa31981,0.035751699,-0.47726957
Mcavernosa31984,0.048231511,-0.091033051
Mcavernosa31989,0.096761255,0.53645997
Mcavernosa32003,0.009021271,0.156008144
Mcavernosa32008,0.037037037,1.091376483
Mcavernosa32016,0.049323461,-0.348976311
Mcavernosa27030,0.456353639,-3.188509082
Mcavernosa32022,0.035714286,0.493630846
Mcavernosa32033,0.05,-0.611268976
Mcavernosa32037,0,0.190755701
Mcavernosa32056,0.069130663,-1.250117429
Mcavernosa32060,0.045454545,-0.217833941
Mcavernosa32067,0.040650407,0.906036969
Mcavernosa32074,0.032591918,0.407782026
Mcavernosa32075,0.082408875,-0.506087676
Mcavernosa32085,0.041666667,-0.016068021
Mcavernosa32089,0.036144578,0.482582943
Mcavernosa32104,0.0625,0.731949994
Mcavernosa05331,0.457737552,2.563882143
Mcavernosa32123,0.034653465,0.577772273
Mcavernosa32127,0.100477035,-0.370979258
Mcavernosa32130,0,-0.010340402
Mcavernosa32140,0.122773112,0.707461528
Mcavernosa32156,0,-0.102557941
Mcavernosa32159,0.033765323,-0.282530684
Mcavernosa32164,0.036464133,-0.033555476
Mcavernosa32166,0.051643192,0.762624796
Mcavernosa32167,0,0.497311643
Mcavernosa32170,0.042158516,-0.579435411
Mcavernosa32183,0.107665152,0.794999214
Mcavernosa32188,0.037200496,-0.383723785
Mcavernosa32199,0,-0.508244904
Mcavernosa32200,0,0.982213626
Mcavernosa32204,0.034883721,0.960744591
Mcavernosa32209,0.036363636,0.120547259
Mcavernosa32213,0.035704644,0.07295254
Mcavernosa32215,0.035460993,0.170093392
